Brand,Name,Ingredients,has_palm,palm_matches
SUPERGOOP!,Everyday Sunscreen Broad Spectrum SPF 50,"Water, Isododecane, Polyester-8, Glycerin, Cetyl PEG/PPG-10/1 Dimethicone, Potassium Cetyl Phosphate, Phenoxyethanol, Cetearyl Alcohol, Diisopropyl Sebacate, Isodecyl Neopentanoate, Lauryl Lactate, Ammonium Acryloyldimethyltaurate/VP Copolymer, Diethylhexyl, Syringylidenemalonate, Acrylates Copolymer, Cetyl Alcohol, Behenyl Alcohol, Ethylhexylglycerin, Glyceryl Stearate, Chlorphenesin, Xanthan Gum, Caprylyl Glycol, Palmitic Acid, Stearic Acid, Behenic Acid, Cetyl Behenate, Isostearyl Isostearate, Lauryl Alcohol, Myristyl Alcohol, Aniba Rosaeodora (Rosewood) Wood Oil, Citrus Aurantium Dulcis (Orange) Peel Oil, Citrus Limon (Lemon) Peel Oil, Eucalyptus Globulus Leaf Oil, Ocimum Basilicum (Basil) Flower/Leaf Extract, Pelargonium Graveolens Flower Oil, Pogostemon Cablin Oil, Limonene, Allantoin, Disodium EDTA, Thermus Thermophillus Ferment, Lecithin,Pentylene Glycol, Panthenol, Sodium Hydroxide, BHT, Cassia Alata Leaf Extract, Maltodextrin, Geraniol, Citral, 1,2-Hexanediol, Beta-Glucan, Citric Acid, Sodium Benzoate, Tocopherol, Potassium Sorbate.'[product copy_0328_TJ.xls]Product'!$H$23",True,"['Glyceryl Stearate', 'Stearic Acid']"
NEOGEN DERMALOGY,Day-Light Protection Sun Screen SPF 50 PA+++,"Water, Ethylhexyl Methoxycinnamate, Glycerin, Butylene Glycol, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Zinc Oxide, C12-15 Alkyl Benzoate, Hexanediol, Isoamyl P-Methoxycinnamate, Dicaprylyl Carbonate, Titanium Dioxide, Cetearyl Alcohol, Xanthan Gum, Polysorbate 20, Sodium Hyaluronate, Glyceryl Stearate, Peg-100 Stearate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Portulaca Oleracea Extract, Lavandula Angustifolia (Lavender) Oil, Phyllanthus Emblica Fruit Extract, Rubus Idaeus(Raspberry) Fruit Extract, Vaccinium Angustifolium (Blueberry) Fruit Extract, Euterpe Oleracea Fruit Extract, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Carbomer, Lippia Citriodora Leaf Extract, Rosa Damascena Flower Extract, Tocopheryl Acetate, Angelica Archangelica Root Extract, Beta-Glucan, Hibiscus Sabdariffa Flower Extract, Artemisia Absinthium Extract, Arnica Montana Flower Extract, Polyhydroxystearic Acid, Alumina, Gentiana Lutea Root Extract, Achillea Millefolium Extract, Litsea Cubeba Fruit Oil, Citrus Limon (Lomon) Fruit Oil, Eucalyptus Globulus Leaf Oil, Cedrus Atlantica Wood Oil, Disodium Edta, Potassium Hydroxide, Citrus Aurantium Dulcis(Orange) Oil, Aluminum Stearate.",True,"['Glyceryl Stearate', 'stearic Acid']"
MURAD,City Skin Age Defense Broad Spectrum SPF 50 PA++++,"Water, Cyclopentasiloxane, Dimethicone, Glycerin, C12-15 Alkyl Benzoate, Argania Spinosa Kernel Oil, Tocopheryl Acetate, Polyurethane-35, Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone, Polymethylsilsesquioxane, Avena Sativa (Oat) Kernel Extract, Xanthophyll, Retinyl Palmitate, Ascorbic Acid, Bisabolol, Hydrolyzed Jojoba Esters, Urea, Yeast Amino Acids, Trehalose, Inositol, Taurine, Betaine, Biosaccharide Gum-4, Hydroxyphenyl Propamidobenzoic Acid, Silica, Tapioca Starch, Sucrose, Pentylene Glycol, Butylene Glycol, Stearic Acid, Dimethicone/PEG-10/15 Crosspolymer, Dimethicone/Vinyl Dimethicone Crosspolymer, Lauryl PEG-9 Polydimethylsiloxyethyl Dimethicone, PEG-8 Dimethicone, Octyldodecanol, Sodium Propoxyhydroxypropyl Thiosulfate Silica, Triethoxysilylethyl Polydimethylsiloxyethyl Hexyl Dimethicone, Aluminum Hydroxide, PEG/PPG-18/18 Dimethicone, Triethoxycaprylylsilane, Phenoxyethanol, Ethylhexylglycerin, Iron Oxides (CI 77491).",True,['Stearic Acid']
DRUNK ELEPHANT,Umbra™ Sheer Physical Daily Defense Broad Spectrum Sunscreen SPF 30,"Water, Caprylic/Capric Triglyceride, Dicaprylyl Carbonate, Glycerin, Pentylene Glycol, Steareth-2, Propanediol, Steareth-21, Polyhydroxystearic Acid, Cetearyl Alcohol, Silica, Sclerocarya Birrea Seed Oil, Aloe Barbadensis Leaf Extract, Chondrus Crispus Extract, Haematococcus Pluvialis Extract, Helianthus Annuus (Sunflower) Sprout Extract, Vitis Vinifera (Grape) Juice Extract, Helianthus Annuus (Sunflower) Seed Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Raspberry Seed Oil/Tocopheryl Succinate Aminopropanediol Esters, Hydrolyzed Wheat Protein, Tocopheryl Acetate, Tocopherol, Sea Water, Acetyl Glucosamine, Cetearyl Glucoside, Sodium Stearoyl Glutamate, Tetrahexyldecyl Ascorbate, Glycine, Sucrose, Lecithin, Triethoxycaprylylsilane, Xanthan Gum, Trisodium Ethylenediamine Disuccinate, Caprylhydroxamic Acid, Mica, Caprylyl Glycol, Phenoxyethanol, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491).",True,['stearic Acid']
DRUNK ELEPHANT,Umbra Tinte™ Physical Daily Defense Broad Spectrum Sunscreen SPF 30,"Water, Caprylic/Capric Triglyceride, Dicaprylyl Carbonate, Glycerin, Pentylene Glycol, Steareth-2, Propanediol, Steareth-21, Polyhydroxystearic Acid, Cetearyl Alcohol, Silica, Sclerocarya Birrea Seed Oil, Aloe Barbadensis Leaf Extract, Chondrus Crispus Extract, Haematococcus Pluvialis Extract, Helianthus Annuus (Sunflower) Sprout Extract, Vitis Vinifera (Grape) Juice Extract, Helianthus Annuus (Sunflower) Seed Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Raspberry Seed Oil/Tocopheryl Succinate Aminopropanediol Esters, Hydrolyzed Wheat Protein, Tocopheryl Acetate, Tocopherol, Sea Water, Acetyl Glucosamine, Cetearyl Glucoside, Sodium Stearoyl Glutamate, Tetrahexyldecyl Ascorbate, Glycine, Sucrose, Sodium C14•16 Olefin Sulfonate, Lecithin, Triethoxycaprylylsilane, Xanthan Gum, Trisodium Ethylenediamine Disuccinate, Caprylhydroxamic Acid, Mica, Caprylyl Glycol, Phenoxyethanol, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499).",True,['stearic Acid']
CLARINS,Sunscreen Multi-Protection Broad Spectrum SPF 50,"Water, Dimethicone, Alcohol, Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone, Aluminum Hydroxide, Stearic Acid, Nylon-12, Peg-12 Dimethicone, Sodium Chloride, Phenoxyethanol, Fragrance, Peg/Ppg-18/18 Dimethicone, Glycerin, Ethylhexylglycerin, Tocopheryl Acetate, Disodium Edta, Sanicula Europaea Extract, Butylene Glycol, Sodium Hyaluronate, Hydroxypropyltrimonium Maltodextrin Crosspolymer, Thermus Thermophillus Ferment, Lapsana Communis Flower/Leaf/Stem Extract, Ribes Nigrum(Black Currant) Bud Extract, Potassium Sorbate, Citric Acid, Camellia Sinensis Leaf Extract, Cucumismelo (Melon) Fruit Extract, Sodium Lauryl Sulfate.",True,['Stearic Acid']
SUPERGOOP!,100% Mineral Smooth & Poreless Matte Screen SPF 40,"Cyclopentasiloxane, Coco-Caprylate, Isododecane, Coco-Caprylate/Caprate, Dimethicone Crosspolymer, Silica Dimethyl Silylate, Dimethicone/Bis-Isobutyl PPG-20 Crosspolymer, Argania Spinosa Kernel Oil, Tocopheryl Acetate, C12-15 Alkyl Benzoate, Polyglyceryl-3 Polyricinoleate, Dimethicone, Iron Oxides (CI 77492), Water (Aqua), Isostearic Acid, Propanediol, Ethylhexylglycerin, PEG/PPG-18/18 Dimethicone, Bisabolol, Alumina, Hydrogen Dimethicone, Iron Oxides (CI 77491), Polyhydroxystearic Acid, Iron Oxides (CI 77499), Buddleja Officinalis Flower Extract, Triethoxycaprylylsilane, Hydrangea Arborescens Root Extract, Morus Alba Root Extract, Polysorbate 20, Resveratrol, Scutellaria Lateriflora Extract, Caprylyl Glycol, Hexylene Glycol, Pentapeptide-21.",True,"['stearic Acid', 'stearic Acid']"
NARS,Radiance Primer Broad Spectrum SPF 35 Sunscreen,"Water, Caprylyl Methicone, Dipropylene Glycol, Propanediol, Dimethicone, Butyloctyl Salicylate, Lactobacillus Ferment, Isododecane, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Trisiloxane, Polysorbate 60, Trimethylsiloxysilicate, Dextrin Palmitate, Phenoxyethanol, C14-22 Alcohols, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Hydrolyzed Wheat Protein/Pvp Crosspolymer, Panthenol, Fragrance, Evodia Rutaecarpa Fruit Extract, Dibutyl Ethylhexanoyl Glutamide, Dibutyl Lauroyl Glutamide, Disodium Edta, C12-20 Alkyl Glucoside, Dipotassium Glycyrrhizate, Tocopheryl Acetate, Sodium Hyaluronate, Butylene Glycol, Pentylene Glycol, Tin Oxide, Potassium Sorbate, Hydroxyphenyl Propamidobenzoic Acid, Ethylhexylglycerin, Ascorbyl Palmitate, Mica, Red 4, Yellow 5.",True,['Ascorbyl Palmitate']
FARMACY,Green Screen Daily Environmental Protector Broad Spectrum MineralSunscreen SPF 30 with Echinacea GreenEnvy™,"Water, Ethyl Macadamiate, Cyclopentasiloxane, Ethylhexyl Palmitate, Propanediol, C12-15 Alkyl Benzoate, Polysorbate 80, Glyceryl Stearate, Peg-100 Stearate, Echinacea Purpurea Root Extract, Aronia Melanocarpa Fruit Extract, Hydrolyzed Verbascum Thapsus Flower, Tagetes Erecta Flower Extract, Alteromonas Ferment Extract, 7-Dehydrocholesterol, Zea Mays (Corn) Oil, Helianthus Annuus (Sunflower) Seed Oil, Carthamus Tinctorius (Safflower) Seed Oil, Malic Acid, Tocopherol, Myristic Acid, Cetyl Alcohol, Glycerin, Hydrogenated Lecithin, Panthenol, Stearic Acid, Polyglyceryl-6 Isostearate, Microcrystalline Cellulose, Alumina, Behenic Acid, Stearyl Alcohol, Caprylyl, Methicone, Dimethicone, Cyclohexasiloxane, Isohexadecane, Triethoxysilylethyl, Polydimethylsiloxyethyl Hexyl Dimethicone, Lauryl PEG-9 Polydimethylsiloxyethyl, Dimethicone, 1,2-Hexanediol, Behenyl Alcohol, Triethoxycaprylylsilane, Polyhydroxystearic Acid, Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Cellulose Gum, Sorbitan Oleate, Butylene Glycol, Phenoxyethanol, Caprylyl Glycol, Ethylhexylglycerin, Sodium Benzoate, Potassium Sorbate, Sodium Citrate, Citric Acid, Sodium Phytate.",True,"['Glyceryl Stearate', 'Stearic Acid', 'stearic Acid']"
COOLA,Full Spectrum 360° Sun Silk Drops SPF 30,"Aloe Barbadensis Leaf Juice (ORGANIC), Anthemis Nobilis (Chamomile) Flower Extract, Butyloctyl Salicylate, Carthamus Tinctorius (ORGANIC Safflower) Seed Oil, Citrus Aurantium Amara (Bitter Orange) Flower Extract, Citrus Aurantium Amara (Bitter Orange) Leaf/Twig Extract Dicaprylyl Carbonate, Ecklonia Kurome Extract, Ethylhexylglycerin, Gluconolactone, Glycerine, Glycerin (ORGANIC), Glyceryl Stearate, Jasminum Sambac Leaf Cell Extract, Marrubium Vulgare Extract, Melanin, Nylon-12, Olea Europaea (ORGANIC Olive) Fruit Oil, Plankton Extract, Polygonum Aviculare Extract, Simmondsia Chinensis (ORGANIC Jojoba) Seed Oil, Sodium Hyaluronate, Sodium Benzoate, Stearic Acid, Tocopherol, Water (Aqua), Xanthan Gum.",True,"['Glyceryl Stearate', 'Stearic Acid']"
SHISEIDO,Ultimate Sun Protection Cream Broad Spectrum SPF 50+ Wetforce For Face,"Water, Dimethicone, Sd Alcohol 40-B, Isohexadecane, Butylene Glycol, Isopropyl Myristate, Methyl Methacrylate Crosspolymer, Lauryl Peg-9 Polydimethylsiloxyethyl Dimethicone, Xylitol, Glycerin, Polybutylene Glycol/Ppg-9/1 Copolymer,Isododecane,Trimethylsiloxysilicate, Disteardimonium Hectorite, Peg-6, Dextrin Palmitate, Peg-32, Peg/Ppg-14/7 Dimethyl Ether, Saxifraga Sarmentosa Extract, Scutellaria Baicalensis Root Extract, Ononis Spinosa Root Extract, Ectoin, Sophora Angustifolia Root Extract, Silica, Hydrogen Dimethicone, Carboxydecyl Trisiloxane, Aluminum Hydroxide, Stearic Acid, Trisodium Edta, Polymethylsilsesquioxane, Talc, Alcohol, Bht, Syzygium Jambos Leaf Extract, Tocopherol, Phenoxyethanol, Fragrance.",True,['Stearic Acid']
AMOREPACIFIC,MOISTURE BOUND Tinted Treatment Moisturizer SPF 15,"Phyllostachis Bambusoides Juice, Methyl Trimethicone, Cyclopentasiloxane, Cyclohexasiloxane, Butylene Glycol, Ethylhexyl Methoxycinnamate, Glycerin, C12-15 Alkyl Benzoate, Bis- Hydroxyethoxypropyl Dimethicone, Lauryl Peg-9 Polydimethylsiloxyethyl Dimethicone, Alcohol, Disteardimonium Hectorite, Polymethyl Methacrylate, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Trihydroxystearin, Peg-10 Dimethicone, Panax Ginseng Root Extract, Sodium Chloride, Sorbitan Isostearate, Aluminum Stearate, Phenoxyethanol, Polyhydroxystearic Acid, Alumina, Laminaria Ochroleuca Extract, Talc, Aluminum Hydroxide, Triethoxycaprylylsilane, Disodium Edta, Ethylhexylglycerin, Zingiber Officinale (Ginger) Root Extract, Camellia Sinensis Leaf Extract, Water, Tricholoma Matsutake Extract, Kaempferol, Acrylates/Tridecyl Acrylate/Triethoxysilylpropyl Methacrylate/Dimethicone Methacrylate Copolymer, Propylene Glycol, Zinc Gluconate, Magnesium Aspartate, Hydrogenated Lecithin, Peg-5 Rapeseed Sterol, Hydrolyzed Ginseng Saponins, Copper Gluconate, Calcium Gluconate, Fragrance, Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492, Ci 77499).",True,['stearic Acid']
PETER THOMAS ROTH,Max Sheer All Day Moisture Defense Lotion SPF 30 Sunscreen Lotion,"Water, Propylene Glycol, Glyceryl Stearate, Peg-100 Stearate, C12-15 Alkyl Benzoate, Caprylic/Capric Triglyceride, Palmitic Acid, Phenoxyethanol, Stearic Acid, Triethanolamine, Bentonite, Carbomer, Dimethicone, Allantoin, Peg-8 Dimethicone, Aloe Barbadensis Leaf Juice, Cetyl Alcohol, Panthenol, Aluminum Starch Octenylsuccinate, Tetrasodium Edta, Myristic Acid, Potassium Sorbate, Sodium Benzoate, Arachidic Acid, Lauric Acid, Ascorbic Acid, Octyldodecanol, Retinyl Palmitate, Silica, Sodium Propoxyhydroxypropyl Thiosulfate Silica, Tocopheryl Acetate, Ceramide Np, Butylene Glycol, Ginkgo Biloba Leaf Extract, Butyl Acetate.",True,"['Glyceryl Stearate', 'Stearic Acid']"
PETER THOMAS ROTH,Max Mineral Naked Broad Spectrum SPF 45,"Silica, Aluminum Hydroxide, Stearic Acid,Polymethylsilsesquioxane, Triethoxycaprylylsilane, Retinyl Palmitate (Vitamin A), Tocopheryl Acetate (Vitamin E), Ascorbyl Palmitate (Vitamin C), Salix Alba (Willow) Bark Extract, Water, Butylene Glycol, Chlorphenesin, Potassium Sorbate, Tetrasodium EDTA.",True,"['Stearic Acid', 'Ascorbyl Palmitate']"
PERRICONE MD,High Potency Classics: Face Finishing & Firming Moisturizer Tint SPF 30,"Water, Glycerin, Cyclopentasiloxane, Dimethicone, Pentylene Glycol, Ethylhexyl Methoxycrylene, Polyester-8, Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Benzyl Alcohol, Aluminum Hydroxide, Stearic Acid, Iron Oxides ( CI 77491, CI 77492, CI 77499), Diethylhexyl Syringylidenemalonate, Hydrogenated Lecithin, Titanium Dioxide (CI 77891), Isohexadecane, Bisabolol, Mica (CI 77019), Tetrahexyldecyl Ascorbate, Phenoxyethanol, Silica Dimethyl Silytate, Polyester-1, Polysilicone-11, Polysorbate 60, Caprylic/Capric Triglyceride, Sodium Benzoate, Potassium Sorbate, Fragrance, Xanthan Gum, Hydrogenated Phosphatidylcholine Citronellol, Thioctic Acid, Geraniol, Astaxanthin, Hydroxycitronellal, Butylphenyl Methylpropional.",True,['Stearic Acid']
MURAD,Perfecting Day Cream Broad Spectrum SPF 30 PA+++,"Water, Butylene Glycol, Pentylene Glycol, Glyceryl Stearate, PEG-100 Stearate, Diisopropyl Sebacate, Isodecyl Neopentanoate, Lauryl Lactate, Stearic Acid, Sorbitan Stearate, Urea, Yeast Amino Acids, Trehalose, Inositol, Taurine, Betaine, Phospholipids, Retinyl Palmitate, Tocopheryl Acetate, Ascorbyl Palmitate, Cetearyl Alcohol, Ceteareth-20, Lemon Peel Extract, Calendula Officinalis Flower Extract, Glycolipids, Sodium Hyaluronate, Lecithin, Tocopherol, Hydrogen Peroxide, Dipotassium Glycyrrhizate, Punica Granatum Extract , Magnesium Ascorbyl Phosphate, Hydrolyzed Soy Flour, Oat Kernel Protein, Palmitoyl Hydroxypropyltrimonium Amylopectin/Glycerin Crosspolymer, Grape Seed Extract, Camellia Sinensis Leaf Extract, Evening Primrose Oil, Borago Officinalis Seed Oil, Sodium PCA, Dimethicone, Propylene Glycol, Carbomer, Sclerotium Gum, Aminomethyl Propanol, Chlorphenesin, Phenoxyethanol, Methylparaben, Propylparaben, Disodium EDTA, Linalool, Lavender Oil.",True,"['Glyceryl Stearate', 'Stearic Acid', 'Ascorbyl Palmitate']"
AMOREPACIFIC,FUTURE RESPONSE Age Defense Creme SPF 30,"Water, Butylene Glycol, Octocrylene, Ethylhexyl Methoxycinnamate, Ethylhexyl Salicylate, Titanium Dioxide, C12-15 Alkyl Benzoate, Cyclopentasiloxane, Cetearyl Alcohol, Cyclohexasiloxane, 1,2-Hexanediol, Tricholoma Matsutake Extract, Camellia Sinensis Leaf Extract, Camellia Sinensis Leaf Powder, Methoxy Peg-114/Polyepsilon Caprolactone, Peg-100 Stearate, Glyceryl Stearate, Aluminum Stearate, Polyacrylate-13, Polyhydroxystearic Acid, Alumina, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Polyisobutene, Stearic Acid, Carbomer, Polysorbate 20, Epigallocatechin Gallate, Polyglutamic Acid, Theanine, Caprylyl Glycol, Ethylhexylglycerin, Disodium Edta, Fragrance, Iron Oxides.",True,"['Glyceryl Stearate', 'stearic Acid', 'Stearic Acid']"
ESTÉE LAUDER,Advanced Time Zone SPF 15- Normal/Combination Skin,"Adv Timezone Age Rvr N/C Lwcrspf15 Division: El (Estee Lauder)Active Ingredients: Avobenzone 3.00% , Octinoxate 7.50% , Octisalate 5.00%Ingredients: Water , Butylene Glycol , Glycerin , Octyldodecyl Myristate , Neopentyl Glycol Diheptanoate , Dimethicone , Glyceryl Stearate , Citrullus Vulgaris (Watermelon) Fruit Extract , Sigesbeckia Orientalis (St. Paul'S Wort) Extract , Pyrus Malus (Apple) Fruit Extract , Lens Esculenta (Lentil) Fruit Extract , Centaurium Erythraea (Centaury) Extract , Laminaria Digitata Extract , Hordeum Vulgare (Barley) Extract/Extrait D'Orge , Cucumis Sativus (Cucumber) Fruit Extract , Tamarindus Indica Seed Extract , Salicornia Herbacea Extract , Polygonum Cuspidatum Root Extract , Vitis Vinifera (Grape) Seed Extract , Hydrolyzed Rice Extract , Rosmarinus Officinalis (Rosemary) Extract , Selaginella Tamariscina (Spike Moss) Extract , Humulus Lupulus (Hops) Extract , Citrus Reticulata (Tangerine) Peel Extract , Yeast Extract/Faex/Extrait De Levure , Limonium Vulgare Flower/Leaf/Stem Extract , Whey Protein/Lactis Protein/Proteine Du Petit-Lait , Thermus Thermophillus Ferment , Cetyl Alcohol , Pentaerythrityl Tetraethylhexanoate , Hydrogenated Lecithin , Polyethylene , Caprylic/Capric/Myristic/Stearic Triglyceride , Punica Granatum (Pomegranate) Fruit Juice , Cholesterol , Sucrose , Linoleic Acid , Caffeine , Acetyl Glucosamine , Linolenic Acid , Adenosine Phosphate , Lactoperoxidase , Phospholipids , Acetyl Hexapeptide-8 , Glucose Oxidase , Peg-100 Stearate , Acrylamide/Sodium Acryloyldimethyltaurate Copolymer , Tocopheryl Acetate , Triolein , Behenyl Alcohol , Phytantriol , Trehalose , Pvp/Hexadecene Copolymer , Pentylene Glycol , Hdi/Ppg/Polycaprolactone Crosspolymer , Caprylic/Capric Triglyceride , Polysilicone-11 , Isohexadecane , Caprylyl Glycol , Propylene Glycol Dicaprate , Sodium Pca , Helianthus Annuus (Sunflower) Seedcake , Polysorbate 80 , Glucose , Sodium Hyaluronate , Sodium Lactate , Phytosteryl Canola Glycerides , Oleic Acid , Palmitic Acid , Stearic Acid , Potassium Sulfate , Decarboxy Carnosine Hcl , Nordihydroguaiaretic Acid , Cyclodextrin , Carbomer , Hexylene Glycol , Potassium Hydroxide , Fragrance , Silica , Ethylbisiminomethylguaiacol Manganese Chloride , Disodium Edta , Bht , Phenoxyethanol",True,"['Glyceryl Stearate', 'Stearic Acid']"
ORIGINS,Plantscription™ SPF 25 Power Anti-Aging Oil-Free Cream,"Avobenzone 3.0%, Homosalate 5.0%, Octisalate 4.5%, Octocrylene 2.8%Water, Butyloctyl Salicylate, Nylon-12, Octyldodecyl Neopentanoate, Behenyl Alcohol, Myristyl Myristate, Dimethicone, Cetyl Esters, Polyethylene, Butylene Glycol, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Glycerin, Rosa Damascena Flower Oil*, Lavandula Angustifolia (Lavender) Oil*, Pelargonium Graveolens Flower Oil*, Illicium Verum (Anise) Fruit/Seed Oil*, Citrus Aurantium Bergamia (Bergamot) Fruit Oil*, Carthamus Tinctorius (Safflower) Seed Oil*, Myristica Fragrans (Nutmeg) Kernel Oil*, Citrus Aurantium Dulcis (Orange) Peel Oil*, Citrus Nobilis (Mandarin Orange) Peel Oil*, Citrus Limon (Lemon) Peel Oil*, Litsea Cubeba Fruit Oil*, Hibiscus Abelmoschus Extract, Geraniol, Linalool, Citronellol, Limonene, Citral, Coffea Arabica (Coffee) Seed Extract, Sigesbeckia Orientalis (St. Paul'S Wort) Extract, Peucedanum Graveolens (Dill) Extract, Hordeum Vulgare (Barley) Extract/Extrait D'Orge, Pisum Sativum (Pea) Extract, Cholesterol, Micrococcus Lysate, Bambusa Vulgaris (Bamboo) Extract, Glyceryl Stearate, Triticum Vulgare (Wheat) Germ Extract, Crithmum Maritimum Extract, Anogeissus Leiocarpus Bark Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Caffeine, Centaurium Erythraea (Centaury) Extract, Rubus Idaeus (Raspberry) Leaf Extract, Cassia Alata Leaf Extract, Phytosphingosine, Trisiloxane, Laminaria Digitata Extract, Acetyl Hexapeptide-8, Hydrolyzed Algin, Glucosamine Hcl, Peg-100 Stearate, Sodium Hyaluronate, Peg-6, Di-Ppg-2 Myreth-10 Adipate, Steareth-21, Tocopheryl Acetate, Caprylyl Glycol, Ethylhexylglycerin, Squalane, Linoleic Acid, Trehalose, Tetrahexyldecyl Ascorbate, Citric Acid, Sodium Pca, Lecithin, Maltodextrin, Hexylene Glycol, Sodium Dehydroacetate, Disodium Edta, Phenoxyethanol, Mica * Essential Oil Please be aware that ingredient lists may change or vary from time to time.� Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",True,['Glyceryl Stearate']
SHISEIDO,Sports BB Broad Spectrum SPF 50+ WetForce,"Water, Dimethicone, Trimethylsiloxysilicate, Isododecane, Methyl Methacrylate Crosspolymer, Sd Alcohol 40-B, Xylitol, Isopropyl Myristate, Aluminum Hydroxide, Peg-9 Polydimethylsiloxyethyl Dimethicone, Aluminum Distearate, Isostearic Acid, Dextrin Palmitate, Bis-Butyldimethicone Polyglyceryl-3, Serine, Glycine, Sodium Pca, Aspartic Acid, Peg/Ppg-14/7 Dimethyl Ether, Saxifraga Sarmentosa Extract, Sophora Angustifolia Root Extract, Disteardimonium Hectorite, Trisodium Edta, Silica, Alanine, Polymethylsilsesquioxane, Talc, Alumina, Alcohol, Sodium Citrate, Polysilicone-2, Triethoxycaprylylsilane, Hydrogen Dimethicone, Butylene Glycol, Citric Acid, Tocopherol, Stearic Acid, Bht, Syzygium Jambos Leaf Extract, Methylparaben, Ethylparaben, Fragrance, Titanium Dioxide, Iron Oxides, Mica.",True,"['stearic Acid', 'Stearic Acid']"
